name,category_no,category_name,sub_no,sub_name,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5
英國潔油汙劑三入 ,15,日用百貨類,110,家庭清潔用品,入,,,,
惠而浦旋風烤箱 32 ,19,家電類,134,廚房家電,,,,,
FERRAGAMO F SF2778 ,21,3C類,143,手機/通訊/週邊,2,,,,
水龍頭過濾器套組 ,19,家電類,135,生活家電,,,,,
AHC B5潔顏乳 ,16,洗浴清潔/保養類,121,身體清潔/保養,,,,,
軒尼詩VSOP 1.5L ,26,禮盒類,176,禮盒,,,,,
BAYSIDE書桌 ,24,傢俱/家飾類,164,傢俱,,,,,
KS漸進鏡片1.67 ,21,3C類,143,手機/通訊/週邊,,,,,
SMW晚摘微甜白酒 40 ,21,3C類,143,手機/通訊/週邊,,,,,
BK-如果停不下來 ,20,書本/文教用品類,139,書籍,,,,,
COUPON FOR 676047 ,21,3C類,143,手機/通訊/週邊,,,,,
KS CHIANTI紅酒 ,26,禮盒類,176,禮盒,,,,,
#123116-19回饋金 ,7,鮮食類,44,米飯類,,,,,
BK-幼兒平板故事 ,20,書本/文教用品類,139,書籍,,,,,
DISNEY造型公仔筆 ,20,書本/文教用品類,141,文教用品,N,,,,
HAPE 軟積木桶裝 ,20,書本/文教用品類,141,文教用品,,,,,
LILFANT 兒童餐具 ,15,日用百貨類,114,餐廚用品,餐具,,,,
EC 戶外餐桌椅組 ,24,傢俱/家飾類,164,傢俱,,,,,
#128533 EC 回饋金 ,7,鮮食類,44,米飯類,,,,,
YAMAHA YDP103R ,21,3C類,143,手機/通訊/週邊,,,,,
鼎泰豐元盅牛肉湯 ,11,冷凍食品類,76,冷凍微波料理,盅,牛肉,,,
T.R.六人前庭帳 ,18,戶外休閒用品類,131,戶外露營,,,,,
EC 銀色蓮蓬頭 ,19,家電類,135,生活家電,,,,,
BS 205/65 R15 94H ,21,3C類,143,手機/通訊/週邊,5,2,,,
IRC FOR #448207 ,21,3C類,143,手機/通訊/週邊,2,,,,
PUMA男長褲 ,22,服飾鞋包類,154,男裝,男,褲,,,
W.V.男長袖襯衫 ,22,服飾鞋包類,154,男裝,男,,,,
日本麝香葡萄禮盒 ,13,點心/零食類,94,其他零食,禮盒,日本,香,,
北海道生干貝M ,10,生鮮食品類,64,生鮮肉品,,,,,
IRC FOR AWC ,21,3C類,143,手機/通訊/週邊,,,,,
戶外休閒餐椅 ,24,傢俱/家飾類,164,傢俱,,,,,
N.V.高纖能量棒 ,18,戶外休閒用品類,130,運動健身,,,,,
仙之谷加拿大冰酒 ,20,書本/文教用品類,139,書籍,,,,,
EC 魔術靈地板玫瑰 ,15,日用百貨類,111,家庭清潔洗劑,靈,魔術靈,,,
拉菲堡紅酒1.5L ,7,鮮食類,47,漢堡,堡,,,,
RS 核桃黑芝麻糊 ,2,飲料類,15,沖泡類飲品,黑芝麻,黑芝麻糊,,,
EC DN 法國馬賽皂 ,16,洗浴清潔/保養類,121,身體清潔/保養,皂,,,,
LG TV 65UP7750PSB ,21,3C類,143,手機/通訊/週邊,5,,,,
ECDN 薰衣草馬賽皂 ,16,洗浴清潔/保養類,121,身體清潔/保養,皂,,,,
EC N MOONY 褲型 L ,22,服飾鞋包類,151,男女內著,L,褲,,,
BUFFALO  女長褲 ,22,服飾鞋包類,153,女裝,,,,,
ZEGNA S EZ0111D08C ,21,3C類,143,手機/通訊/週邊,,,,,
美國頂級翼板燒烤 ,19,家電類,134,廚房家電,,,,,
BK-為什麼優秀的 ,20,書本/文教用品類,139,書籍,,,,,
勝利羽球拍家庭組 ,20,書本/文教用品類,141,文教用品,,,,,
桂格堅果脆穀麥飲 ,2,飲料類,15,沖泡類飲品,穀,桂格,,,
SAMSUNG 20KGWASHER ,21,3C類,143,手機/通訊/週邊,2,,,,
44MM GPS M00J3TA/A ,21,3C類,143,手機/通訊/週邊,,,,,
PIERRE 奶油餅乾 ,13,點心/零食類,94,其他零食,餅乾,,,,
多喝水竹炭離子水 ,3,水類,18,礦泉水,水,離子,竹炭,多喝水,
BK-理科日誌366 ,20,書本/文教用品類,139,書籍,日,,,,
美國頂級翼板牛排 ,18,戶外休閒用品類,130,運動健身,,,,,
EC 雙人薄被套  藍 ,24,傢俱/家飾類,163,寢具,被,雙人,,,
135945 EC 回饋金 ,7,鮮食類,44,米飯類,,,,,
CAMA咖啡禮盒組 ,13,點心/零食類,94,其他零食,禮盒,咖啡,,,
#7797464 回饋金 ,7,鮮食類,44,米飯類,,,,,
SCOOP AWAY折價 ,10,生鮮食品類,62,生鮮蔬菜,C,折,,,
戶外木炭烤肉爐 ,18,戶外休閒用品類,131,戶外露營,烤肉,烤,,,
PENFOLDS BIN 138 ,21,3C類,143,手機/通訊/週邊,,,,,
EC 艾瑪絲洗髮沐浴 ,16,洗浴清潔/保養類,120,髮部清潔/保養,髮,洗,,,
BLUE RIDGE羽絨毯 ,24,傢俱/家飾類,163,寢具,,,,,
EC 茶樹防蚊噴霧 ,15,日用百貨類,110,家庭清潔用品,噴霧,,,,
#121834回饋金 ,7,鮮食類,44,米飯類,,,,,
MISIONES CUVEE CAR ,21,3C類,143,手機/通訊/週邊,,,,,
韓國7YO乙燒酒 ,25,菸酒類,170,調酒,燒酒,酒,,,
冷凍牛腱心箱 21 ,11,冷凍食品類,76,冷凍微波料理,冷凍,1,,,
PETALUMA SAUV.2020 ,21,3C類,143,手機/通訊/週邊,2,,,,
EC EVIAN 1500ML ,21,3C類,143,手機/通訊/週邊,5,,,,
RS 哈根達斯雪糕 ,6,冰品類,33,冰淇淋,雪糕,,,,
日本雙色葡萄禮盒 ,13,點心/零食類,94,其他零食,禮盒,日本,,,
KS CITRA HOP IPA ,21,3C類,143,手機/通訊/週邊,,,,,
COUPON FOR #210915 ,21,3C類,143,手機/通訊/週邊,5,2,,,
科克蘭日拋2.00 ,20,書本/文教用品類,141,文教用品,日,,,,
GREENWAY 曬衣架 ,15,日用百貨類,109,洗衣用具,衣架,R,曬,衣,
HARDYS TINTARA ,21,3C類,143,手機/通訊/週邊,,,,,
韓國哈密瓜禮盒 ,13,點心/零食類,94,其他零食,禮盒,,,,
AHC精華液 ,12,保健食品類,79,美肌/纖體,,,,,
折價芭樂檸檬綠茶 ,2,飲料類,8,茶飲,茶,綠茶,綠,,
ARRAS BRUT ,21,3C類,143,手機/通訊/週邊,,,,,
LG TV OLED55BXPWA ,21,3C類,143,手機/通訊/週邊,5,,,,
PEKKLE兒童外套 ,22,服飾鞋包類,152,童裝,,,,,
PENFOLDS BIN 28 ,21,3C類,143,手機/通訊/週邊,2,,,,
COUPON FOR #130889 ,21,3C類,143,手機/通訊/週邊,,,,,
#130283回饋金 ,7,鮮食類,44,米飯類,,,,,
#1228699 ,21,3C類,143,手機/通訊/週邊,2,,,,
#1278035回饋金 ,7,鮮食類,44,米飯類,,,,,
中秋海鮮燒烤組 ,19,家電類,134,廚房家電,中秋,,,,
商用方巾 24 入 ,17,寵物用品類,129,寵物用品,用,,,,
NEW B.女慢跑鞋 ,22,服飾鞋包類,149,品牌鞋款,慢跑鞋,鞋,,,
HYPERICE按摩槍 ,18,戶外休閒用品類,130,運動健身,按摩,,,,
IRC FOR #223326 ,21,3C類,143,手機/通訊/週邊,2,,,,
GEOX男鞋 ,22,服飾鞋包類,149,品牌鞋款,鞋,男鞋,男,,
SARGA貴腐甜白酒 ,26,禮盒類,176,禮盒,,,,,
開利變頻冷暖2.8K ,19,家電類,133,大型家電,變頻,冷暖,,,
CELINDA洗碗機600 ,15,日用百貨類,111,家庭清潔洗劑,洗碗,,,,
HAIER 上掀式冷凍 ,19,家電類,133,大型家電,,,,,
AMOS SLIME 組合包 ,10,生鮮食品類,67,冷藏調理,,,,,
3M 替換刀片 8PK ,19,家電類,135,生活家電,3,,,,
綿羊油沐浴乳 ,16,洗浴清潔/保養類,121,身體清潔/保養,沐浴乳,沐浴,,,
BK-作文小公主 ,20,書本/文教用品類,139,書籍,,,,,
EC 創見 128G SD *2 ,21,3C類,143,手機/通訊/週邊,2,,,,
103719 回饋金 ,7,鮮食類,44,米飯類,,,,,
輝柏繪畫文具組 ,20,書本/文教用品類,141,文教用品,,,,,
比利時啤酒綜合組 ,25,菸酒類,171,啤酒,啤酒,酒,,,
CHAMPION女上衣 ,22,服飾鞋包類,153,女裝,,,,,
成人褲回饋金 ,22,服飾鞋包類,155,個人服飾配件,,,,,
#1500001 回饋金 ,7,鮮食類,44,米飯類,,,,,
高山高麗菜900G ,18,戶外休閒用品類,130,運動健身,,,,,
POLO RL男短袖 ,22,服飾鞋包類,154,男裝,男,短袖,,,
183683 回饋金 ,7,鮮食類,44,米飯類,,,,,
COUPON FOR LOTION ,21,3C類,143,手機/通訊/週邊,,,,,
BK-這些藥不能一 ,20,書本/文教用品類,139,書籍,,,,,
LOLE滾輪含彈力帶 ,18,戶外休閒用品類,130,運動健身,,,,,
EC- 森林家族松鼠 ,20,書本/文教用品類,140,數位內容,,,,,
CUISINART刀具組 ,15,日用百貨類,114,餐廚用品,,,,,
12 128G RED ,21,3C類,143,手機/通訊/週邊,2,,,,
瑞揚夜丘酒莊紅酒 ,26,禮盒類,176,禮盒,,,,,
ADIDAS女連帽外套 ,22,服飾鞋包類,153,女裝,,,,,
TEFAL 不沾深煎鍋 ,15,日用百貨類,114,餐廚用品,不,,,,
BK- 我是知識家 ,20,書本/文教用品類,139,書籍,,,,,
ST.HALLETT SHIRAZ ,21,3C類,143,手機/通訊/週邊,,,,,
LED SOLAR STRING ,21,3C類,143,手機/通訊/週邊,,,,,
COUPON-#104989 ,21,3C類,143,手機/通訊/週邊,,,,,
STRIVECTIN 面霜 ,12,保健食品類,79,美肌/纖體,,,,,
#94093回饋金 ,7,鮮食類,44,米飯類,,,,,
IRC 129796 ,21,3C類,143,手機/通訊/週邊,2,,,,
L.T.兒童居家套組 ,22,服飾鞋包類,152,童裝,,,,,
不倒翁 Q 拉麵 ,14,民生食材類,100,泡麵,麵,拉,不倒翁,,
EC O-GRILL 烤肉爐 ,15,日用百貨類,114,餐廚用品,,,,,
EC ECO SMART 背包 ,22,服飾鞋包類,155,個人服飾配件,,,,,
ADIDAS運動背包 ,22,服飾鞋包類,152,童裝,S,,,,
王鼎伍台兩黃金條 ,23,精品類,161,黃金,黃,金,,,
SEAGATE 6TB 3.5HD ,21,3C類,143,手機/通訊/週邊,5,,,,
超涵水9.0 -10.50 ,17,寵物用品類,129,寵物用品,,,,,
宗家府泡菜80GX6P ,19,家電類,135,生活家電,80,,,,
KS 有機龍舌蘭糖漿 ,14,民生食材類,97,有機食品,有機,有,漿,S,
BK-長勝心態 ,20,書本/文教用品類,139,書籍,,,,,
擔仔麵 ( 台豬 ) ,14,民生食材類,99,各式麵條/拌麵,,,,,
PAMP壹盎司金條 ,22,服飾鞋包類,155,個人服飾配件,,,,,
BK-國家地理學會 ,20,書本/文教用品類,139,書籍,,,,,
JCB BEAUNE GREVES ,21,3C類,143,手機/通訊/週邊,,,,,
變色冷水杯 12 件 ,22,服飾鞋包類,151,男女內著,,,,,
EC 五層 NSF 架 ,21,3C類,143,手機/通訊/週邊,,,,,
EC PALMERS 精華油 ,16,洗浴清潔/保養類,125,美容保養,,,,,
#122482回饋金 ,7,鮮食類,44,米飯類,,,,,
#530447回饋金 ,7,鮮食類,44,米飯類,,,,,
MAGFORMERS 60PC ,21,3C類,143,手機/通訊/週邊,,,,,
103722回饋金 ,7,鮮食類,44,米飯類,,,,,
皇家禮砲21YO 1L ,14,民生食材類,102,南北乾貨/雜糧食材,,,,,
米其林雨刷19吋 ,15,日用百貨類,115,汽機車用品類,,,,,
#123855回饋金 ,7,鮮食類,44,米飯類,,,,,
SKECHERS 女鞋 ,22,服飾鞋包類,149,品牌鞋款,鞋,女鞋,,,
IGLOO 30QT 冰桶 ,18,戶外休閒用品類,131,戶外露營,IGLOO,,,,
煙燻高達乾酪切片 ,14,民生食材類,95,料理調味,,,,,
EC 小型滅火毯 ,19,家電類,135,生活家電,,,,,
LIFETIME會客椅 ,24,傢俱/家飾類,164,傢俱,,,,,
100493 回饋金 ,7,鮮食類,44,米飯類,,,,,
ADIDAS遮陽帽 ,18,戶外休閒用品類,130,運動健身,,,,,
COUPON蘿勒里肌 ,10,生鮮食品類,62,生鮮蔬菜,C,,,,
熟松葉蟹鉗 ,10,生鮮食品類,64,生鮮肉品,蟹,,,,
TAILOR VIN男上衣 ,22,服飾鞋包類,154,男裝,男,,,,
ELASTINE COUPON ,21,3C類,143,手機/通訊/週邊,,,,,
#96477 回饋金 ,7,鮮食類,44,米飯類,,,,,
彩色甜椒 ,11,冷凍食品類,70,冷凍蔬菜,,,,,
雷諾茲保鮮膜折價 ,15,日用百貨類,114,餐廚用品,保,,,,
EC 建築師動物農場 ,20,書本/文教用品類,139,書籍,,,,,
#130043  回饋金 ,7,鮮食類,44,米飯類,,,,,
#106657  回饋金 ,7,鮮食類,44,米飯類,,,,,
CAMPER男皮鞋 ,22,服飾鞋包類,149,品牌鞋款,鞋,男,,,
EC 新幹線機器人 2P ,20,書本/文教用品類,141,文教用品,,,,,
#1431460回饋金 ,7,鮮食類,44,米飯類,,,,,
1407661回饋金 ,7,鮮食類,44,米飯類,,,,,
EC MA:NYO 卸妝油 ,16,洗浴清潔/保養類,123,彩妝/卸妝,,,,,
LEVI' S兒童上衣 ,22,服飾鞋包類,152,童裝,S,,,,
#75130 ,21,3C類,143,手機/通訊/週邊,5,,,,
EC RAYBAN RB3574N ,21,3C類,143,手機/通訊/週邊,5,,,,
COUPON FOR #129275 ,21,3C類,143,手機/通訊/週邊,5,2,,,
HEINZ蒸餾白醋 ,14,民生食材類,95,料理調味,白,,,,
CJ 冷凍韓式拌粉絲 ,7,鮮食類,44,米飯類,韓式,,,,
EC 女性漏尿墊 3CC ,16,洗浴清潔/保養類,121,身體清潔/保養,,,,,
IRC FOR #1448207 ,21,3C類,143,手機/通訊/週邊,2,,,,
#125334 回饋金 ,7,鮮食類,44,米飯類,,,,,
EC COUPON FOR AZA ,21,3C類,143,手機/通訊/週邊,,,,,
EC MOD NX 黑 PROM. ,21,3C類,143,手機/通訊/週邊,黑,,,,
MULTY編織感地墊 ,24,傢俱/家飾類,162,家飾,,,,,
COUPON#127876 ,21,3C類,143,手機/通訊/週邊,2,,,,
MELAMINE 萬用擦 ,15,日用百貨類,110,家庭清潔用品,M,擦,L,,
CREST牙膏5入 ,16,洗浴清潔/保養類,122,口腔保健,牙膏,入,,,
鑑賞家自行車PNX6 ,20,書本/文教用品類,139,書籍,,,,,
JACKDANIEL燒烤醬 ,14,民生食材類,95,料理調味,醬,,,,
EC 中衛兒童口罩 ,12,保健食品類,80,醫材/藥品,,,,,
EC REPLAY 牛仔褲 ,22,服飾鞋包類,153,女裝,牛仔,,,,
金幣巧克力 ,13,點心/零食類,92,巧克力,巧克力,,,,
不倒翁炒碼麵 12PK ,14,民生食材類,102,南北乾貨/雜糧食材,,,,,
BK-TOEIC 多益聽力 ,12,保健食品類,80,醫材/藥品,,,,,
RBK-多益閱讀10 ,17,寵物用品類,127,狗食,,,,,
IC-燕麥芝麻飲 ,5,豆米漿/植物奶,27,豆漿,燕麥,麥,燕,飲,
EC SOTO 3.7KW ,21,3C類,143,手機/通訊/週邊,,,,,
COUPON FOR #125074 ,21,3C類,143,手機/通訊/週邊,5,2,,,
ECCASA 小抱枕 2PK ,17,寵物用品類,129,寵物用品,,,,,
ASUS PC H-S300MA ,21,3C類,143,手機/通訊/週邊,,,,,
MIKASA玻璃花瓶 ,15,日用百貨類,114,餐廚用品,玻璃,,,,
GRANT BURGE GSM ,21,3C類,143,手機/通訊/週邊,,,,,
#130987回饋金 ,7,鮮食類,44,米飯類,,,,,
GODIVA心型黑巧克 ,13,點心/零食類,92,巧克力,黑,V,,,
131413立即回饋金 ,7,鮮食類,44,米飯類,,,,,
#130489 EC 回饋金 ,7,鮮食類,44,米飯類,,,,,
CKJ男長袖襯衫 ,22,服飾鞋包類,154,男裝,男,,,,
126386立即回饋金 ,7,鮮食類,44,米飯類,,,,,
#128106 回饋金 ,7,鮮食類,44,米飯類,,,,,
ATOMIC雙人對戰槍 ,20,書本/文教用品類,141,文教用品,,,,,
舒視能日拋4.25 ,24,傢俱/家飾類,163,寢具,,,,,
ANDY & EVAN背心 ,22,服飾鞋包類,152,童裝,,,,,
TCL 55P725顯示器 ,19,家電類,137,視聽娛樂家電,顯示器,,,,
HONMA套桿七件組 ,18,戶外休閒用品類,130,運動健身,,,,,
DURACELL手電筒3P ,21,3C類,147,週邊/耗材,,,,,
32 D.女長褲 ,22,服飾鞋包類,153,女裝,3,,,,
洋芋田園沙拉 ,7,鮮食類,48,生鮮蔬果/沙拉,,,,,
冰淇淋咖啡凍 ,6,冰品類,33,冰淇淋,冰淇淋,,,,
雪沁藍橙 ,16,洗浴清潔/保養類,124,男性用品/保養,,,,,
TOMMY H.女上衣 ,22,服飾鞋包類,153,女裝,,,,,
庫尼特級紅葡萄酒 ,25,菸酒類,172,紅白酒,酒,,,,
PENDLETON印花毯 ,24,傢俱/家飾類,163,寢具,,,,,
COUPON FOR #228196 ,21,3C類,143,手機/通訊/週邊,2,,,,
BK-魁儡花 ,20,書本/文教用品類,139,書籍,,,,,
聖誕造型夜燈3PK ,20,書本/文教用品類,139,書籍,,,,,
黃金墜鍊90厘 ,23,精品類,161,黃金,黃,金,,,
OSRAM 11.5W黃光 ,19,家電類,135,生活家電,,,,,
CAT 16'綑綁帶4PC ,21,3C類,143,手機/通訊/週邊,,,,,
#118552 回饋金 ,7,鮮食類,44,米飯類,,,,,
餐具折價券 ,20,書本/文教用品類,139,書籍,,,,,
泰式蝦排堡 ,10,生鮮食品類,64,生鮮肉品,堡,,,,
U.A 女短袖上衣 ,22,服飾鞋包類,153,女裝,,,,,
BALLY 男雙肩背包 ,21,3C類,146,相機/攝影/DV,,,,,
BLENDTEC 調理機 ,19,家電類,134,廚房家電,機,,,,
IRIS握貼暖暖包 ,12,保健食品類,80,醫材/藥品,,,,,
COUPON FOR MOONY ,21,3C類,143,手機/通訊/週邊,,,,,
M-700回饋金 ,7,鮮食類,44,米飯類,,,,,
KANGOL鏡框KL004 ,22,服飾鞋包類,155,個人服飾配件,,,,,
E.ARMANI FR EA1059 ,21,3C類,143,手機/通訊/週邊,5,,,,
多用途探照燈 ,18,戶外休閒用品類,131,戶外露營,,,,,
EC STEP2  畫架桌 ,24,傢俱/家飾類,164,傢俱,2,,,,
BK-DK圖解自然工 ,20,書本/文教用品類,139,書籍,,,,,
SAMSONITE行李箱 ,18,戶外休閒用品類,132,行李箱/配件,,,,,
TOMMY BAHAMA枕頭 ,24,傢俱/家飾類,163,寢具,,,,,
#952804回饋金 ,7,鮮食類,44,米飯類,,,,,
康寶港式酸辣濃湯 ,14,民生食材類,95,料理調味,濃湯,,,,
REEBOK女運動外套 ,22,服飾鞋包類,153,女裝,,,,,
TUNAP 油漬清洗劑 ,15,日用百貨類,111,家庭清潔洗劑,劑,,,,
舒服能日拋3.25 ,18,戶外休閒用品類,130,運動健身,,,,,
SILHOUETTE鈦鏡框 ,18,戶外休閒用品類,130,運動健身,,,,,
KS多焦全視綠1.67 ,21,3C類,143,手機/通訊/週邊,,,,,
#89590  回饋金 ,7,鮮食類,44,米飯類,,,,,
金頂9伏電池8PK ,21,3C類,143,手機/通訊/週邊,,,,,
深邃黑日拋5.25 ,2,飲料類,8,茶飲,5,,,,
豪雅新精采1.6 VG ,16,洗浴清潔/保養類,124,男性用品/保養,,,,,
豪雅抗藍光多層膜 ,21,3C類,143,手機/通訊/週邊,藍,,,,
EC- 彩長尾夾 #25MM ,21,3C類,143,手機/通訊/週邊,5,2,,,
SOLO灑水器2GL ,19,家電類,135,生活家電,,,,,
BOSCH 45CM洗碗機 ,15,日用百貨類,111,家庭清潔洗劑,洗碗,5,,,
鑑賞家自行車白6 ,18,戶外休閒用品類,132,行李箱/配件,,,,,
惠而浦8TWFW6620H ,19,家電類,135,生活家電,,,,,
詩芙儂緊膚抗皺液 ,12,保健食品類,79,美肌/纖體,,,,,
UNDER A.女上衣 ,22,服飾鞋包類,153,女裝,,,,,
元進莊麻油雞 ,7,鮮食類,45,麵食類,雞,,,,
METHOD洗手露組 ,16,洗浴清潔/保養類,121,身體清潔/保養,洗手,,,,
美國特選沙朗真空 ,19,家電類,134,廚房家電,,,,,
里斯卡特選紅酒 ,25,菸酒類,172,紅白酒,酒,紅酒,,,
KS曼徹格乾酪 ,17,寵物用品類,129,寵物用品,,,,,
深邃黑日拋3.25 ,2,飲料類,8,茶飲,5,,,,
ZWILLING  湯鍋 ,15,日用百貨類,114,餐廚用品,,,,,
歐舒適雙週拋5.50 ,24,傢俱/家飾類,162,家飾,,,,,
EC ASUS X413JP I5 ,21,3C類,143,手機/通訊/週邊,5,,,,
GZOX 汽車鍍膜組 ,15,日用百貨類,115,汽機車用品類,汽車,,,,
#1491586回饋金 ,7,鮮食類,44,米飯類,,,,,
DELL NB I7-1165G7 ,21,3C類,143,手機/通訊/週邊,5,,,,
嘉薩克酒莊經典紅酒 ,26,禮盒類,176,禮盒,,,,,
香煎干貝杏鮑菇 ,7,鮮食類,49,小菜/滷味,,,,,
菲達起司鮮果沙拉 ,7,鮮食類,48,生鮮蔬果/沙拉,,,,,
綠胡椒燻鴨胸溫沙拉 ,7,鮮食類,48,生鮮蔬果/沙拉,,,,,
GLASSLOCK 微波碗 ,15,日用百貨類,114,餐廚用品,碗,微波,,,
大漢酵素強酵威能 ,12,保健食品類,78,保健/養生,,,,,
U.A 女緊身褲 ,22,服飾鞋包類,153,女裝,,,,,
靈芝多醣180粒 ,12,保健食品類,78,保健/養生,,,,,
羅斯柴爾家族香檳 ,20,書本/文教用品類,139,書籍,,,,,
EC 雙人印花薄件組 ,16,洗浴清潔/保養類,119,女性衛生用品,,,,,
火腿起司蛋堡 ,7,鮮食類,47,漢堡,堡,蛋堡,起司,腿,
有機棉 KN 6 件組 ,22,服飾鞋包類,152,童裝,,,,,
雙色銅絲裝飾燈 ,24,傢俱/家飾類,162,家飾,燈,,,,
ADVENT 女睡褲組 ,22,服飾鞋包類,151,男女內著,褲,,,,
陳釀梅子雞球 ,13,點心/零食類,88,果乾,梅子,,,,
EC XXL 推推松鼠 ,17,寵物用品類,129,寵物用品,L,,,,
EC JABRA M300-XT ,21,3C類,143,手機/通訊/週邊,,,,,
元家鮭魚排2KG ,17,寵物用品類,126,貓食,魚,鮭魚,,,
特選美國板腱牛 ,17,寵物用品類,129,寵物用品,,,,,
芋頭 ,7,鮮食類,43,關東煮,,,,,
彩蔬寶盒 ,20,書本/文教用品類,141,文教用品,,,,,
外帶用袋(小/1元) ,22,服飾鞋包類,151,男女內著,用,,,,
戶外椅墊兩入 ,18,戶外休閒用品類,131,戶外露營,入,,,,
愛爾康睛艷-4.00 ,12,保健食品類,80,醫材/藥品,,,,,
芝芝錫蘭紅茶 ,2,飲料類,8,茶飲,茶,紅茶,,,
COWAY AP-1512HHW ,21,3C類,143,手機/通訊/週邊,5,2,,,
滑嫩去骨雞腿肉 ,17,寵物用品類,129,寵物用品,,,,,
OAKLEY FR OX5144 ,21,3C類,143,手機/通訊/週邊,5,,,,
鮮榨果汁 ,2,飲料類,10,果汁/果醋飲,,,,,
醬燒松阪豚雞腿丼 ,7,鮮食類,44,米飯類,腿,雞腿,丼,,
MECO 布面折疊椅 ,24,傢俱/家飾類,164,傢俱,,,,,
草莓果醬條 ,14,民生食材類,96,果醬/抹醬,,,,,
KS滋潤洗髮精 ,16,洗浴清潔/保養類,120,髮部清潔/保養,髮,洗,精,潤,
炒鍋折價券 ,15,日用百貨類,114,餐廚用品,,,,,
豪華 81 件積木組 ,20,書本/文教用品類,141,文教用品,1,,,,
EC 魔肥粗粒 ,17,寵物用品類,129,寵物用品,,,,,
EC 精緻培養土 120L ,12,保健食品類,78,保健/養生,,,,,
UB-青花驕酸辣粉 ,14,民生食材類,99,各式麵條/拌麵,,,,,
BUFFALO 平口褲 ,22,服飾鞋包類,151,男女內著,L,褲,平口,,
#1422626 回饋金 ,7,鮮食類,44,米飯類,,,,,
炸酥調和油18KG ,11,冷凍食品類,76,冷凍微波料理,酥,1,,,
EC FREE 不銹鋼筷 ,15,日用百貨類,114,餐廚用品,不,鋼,不銹鋼,,
WATERPIK 沖牙機組 ,19,家電類,136,美容家電,,,,,
EC IPHONE SE 殼藍 ,21,3C類,143,手機/通訊/週邊,藍,,,,
EC-BROTHER TAPE*3 ,21,3C類,143,手機/通訊/週邊,,,,,
EC 強化液滅火器 ,15,日用百貨類,110,家庭清潔用品,,,,,
EC CHAMPION 男衣 ,22,服飾鞋包類,154,男裝,男,,,,
EC PM MOD NX 白 ,17,寵物用品類,127,狗食,D,,,,
雙格踏板式垃圾桶 ,15,日用百貨類,110,家庭清潔用品,垃圾桶,垃圾,,,
EC J5 擴充基座組 ,21,3C類,143,手機/通訊/週邊,5,,,,
AMADANA IH 電磁爐 ,19,家電類,134,廚房家電,,,,,
GOULEE BY COS D'18 ,21,3C類,143,手機/通訊/週邊,,,,,
BK-末羊子的極簡 ,20,書本/文教用品類,139,書籍,,,,,
慢火白菜鴨架湯 ,18,戶外休閒用品類,131,戶外露營,,,,,
BK-原則：生活和 ,20,書本/文教用品類,139,書籍,,,,,
EC KLIPSCH 耳機 T2 ,21,3C類,143,手機/通訊/週邊,2,耳,耳機,,
BRUDER 大型交通車 ,20,書本/文教用品類,141,文教用品,,,,,
BUFFALO 炒鍋 ,15,日用百貨類,114,餐廚用品,,,,,
米其林195/55 R15 ,14,民生食材類,103,米,,,,,
(胡麻)岩燒蒜片鮮蔬沙拉 ,7,鮮食類,48,生鮮蔬果/沙拉,,,,,
HDMI 線兩入超值組 ,19,家電類,137,視聽娛樂家電,,,,,
RS CJ韓人蔘雞湯 ,14,民生食材類,102,南北乾貨/雜糧食材,,,,,
黃金戒指95厘 ,23,精品類,161,黃金,黃,金,,,
T.P. 珍珠項鍊 ,23,精品類,159,精品／飾品,鍊,,,,
綜合燕麥棒 40 入 ,14,民生食材類,97,有機食品,,,,,
EC BK- 探索海洋 ,17,寵物用品類,129,寵物用品,,,,,
LOCK&LOCK 8 件組 ,22,服飾鞋包類,151,男女內著,L,,,,
HP 黑碳匣 #CE285A ,21,3C類,147,週邊/耗材,,,,,
台東娜路彎住宿券 ,19,家電類,135,生活家電,,,,,
ECIGLOO 90QT 冰桶 ,18,戶外休閒用品類,131,戶外露營,IGLOO,,,,
EC SOL-LITE 背包 ,22,服飾鞋包類,155,個人服飾配件,,,,,
產銷履歷櫻桃鴨腿 ,10,生鮮食品類,62,生鮮蔬菜,履歷,產銷,,,
香芋雞湯 ,7,鮮食類,49,小菜/滷味,,,,,
EC 五層置物架 ,19,家電類,135,生活家電,,,,,
DAILIES TOTAL 3.75 ,21,3C類,143,手機/通訊/週邊,5,,,,
春芽冷露(大) ,2,飲料類,8,茶飲,冷,大,,,
愛爾康星鑽棕5.00 ,19,家電類,135,生活家電,鑽,,,,
MARO 清新控油護髮 ,16,洗浴清潔/保養類,120,髮部清潔/保養,髮,護,控油,,
*BK- 世界中的孩子 ,20,書本/文教用品類,139,書籍,,,,,
愛呷肉-嫩肩牛肉 ,11,冷凍食品類,76,冷凍微波料理,牛肉,,,,
冷凍醬油漬鮭魚卵 ,11,冷凍食品類,76,冷凍微波料理,冷凍,,,,
美國特選牛梅真空 ,19,家電類,134,廚房家電,,,,,
12 PRO 256G 石墨 ,21,3C類,147,週邊/耗材,,,,,
ECBK- 泰絲．格里 ,14,民生食材類,99,各式麵條/拌麵,,,,,
ECBK- 神鵰俠侶 ,21,3C類,146,相機/攝影/DV,,,,,
ROYAL碎紙機 ,15,日用百貨類,114,餐廚用品,,,,,
