name,category_no,category_name,sub_no,sub_name,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5
王鼎壹台兩黃金條 ,23,精品類,161,黃金,黃,金,,,
歐舒適雙週拋3.00 ,24,傢俱/家飾類,162,家飾,,,,,
西城甜紅酒      NC ,20,書本/文教用品類,139,書籍,,,,,
a la sha+a 大方格蝴蝶綁帶吊帶寬褲 ,22,服飾鞋包類,153,女裝,,,,,
BK-我的幼幼認知 ,20,書本/文教用品類,139,書籍,,,,,
EC 湯麵碗 3 入 ,14,民生食材類,99,各式麵條/拌麵,,,,,
in_芋香紫米椰奶 ,8,烘焙/甜點類,56,麵包,,,,,
SAMSUN RH80J81327F ,21,3C類,143,手機/通訊/週邊,2,,,,
BEAR FLAG 2016 ,21,3C類,143,手機/通訊/週邊,2,,,,
加購綜合生菜沙拉(小) ,7,鮮食類,48,生鮮蔬果/沙拉,,,,,
抗UV-涼感導流透氣口罩連帽外套-男 ,22,服飾鞋包類,154,男裝,男,,,,
維寶3D跑車拼圖 ,20,書本/文教用品類,141,文教用品,,,,,
國產香煎原塊雪花豚 ,14,民生食材類,103,米,塊,,,,
百-金桔檸檬冰沙 ,6,冰品類,33,冰淇淋,,,,,
ECBK- 料理研究家 ,20,書本/文教用品類,139,書籍,,,,,
OASIS 下置飲水機 ,19,家電類,134,廚房家電,機,,,,
EC 清潔刷四入組 ,15,日用百貨類,110,家庭清潔用品,入,清潔,刷,組,
白蘭氏官燕窩禮盒 ,26,禮盒類,176,禮盒,禮盒,,,,
MAG-BBC KNOWLEDGE ,21,3C類,143,手機/通訊/週邊,,,,,
CATCHPLAY+一年份 ,19,家電類,134,廚房家電,,,,,
鋼化膜美特柏帶底板　iPhone XR/ i11-黑 ,21,3C類,143,手機/通訊/週邊,黑,,,,
APPLE HOMEPOD GREY ,21,3C類,143,手機/通訊/週邊,,,,,
TUMI皮質後背包 ,22,服飾鞋包類,155,個人服飾配件,,,,,
蘭葉那堤 ,16,洗浴清潔/保養類,125,美容保養,,,,,
BK- 知識大迷宮起 ,20,書本/文教用品類,139,書籍,,,,,
40MM GPS MG133TA/A ,21,3C類,143,手機/通訊/週邊,,,,,
3M 雙面膠帶 24 捲 ,20,書本/文教用品類,141,文教用品,,,,,
L.V.特級紅酒 ,23,精品類,159,精品／飾品,,,,,
承億四館住宿券 ,24,傢俱/家飾類,163,寢具,,,,,
ECBK- 進入數學世 ,20,書本/文教用品類,139,書籍,,,,,
EC 12 64G BUNDLE ,21,3C類,143,手機/通訊/週邊,2,,,,
抗UV-涼感透氣口罩連帽長版外套-女 ,22,服飾鞋包類,155,個人服飾配件,,,,,
抗UV-銀纖維抗菌POLO衫-男 ,22,服飾鞋包類,154,男裝,男,,,,
抗UV-休閒舒適POLO衫-男 ,22,服飾鞋包類,154,男裝,男,休閒,,,
KS多焦全視灰1.67 ,21,3C類,143,手機/通訊/週邊,,,,,
H.BOSS鏡框1057 ,21,3C類,146,相機/攝影/DV,,,,,
米其林235/55 R18 ,14,民生食材類,103,米,,,,,
12MINI 矽膠殼黑 ,21,3C類,143,手機/通訊/週邊,黑,2,,,
FEIT 15W 黃燈泡 ,19,家電類,135,生活家電,,,,,
舒服能雙週拋4.50 ,18,戶外休閒用品類,130,運動健身,,,,,
超涵水9.0 - 5.50 ,17,寵物用品類,129,寵物用品,,,,,
BK-音樂芽比兔 ,20,書本/文教用品類,141,文教用品,,,,,
BK-觀念科學小學 ,20,書本/文教用品類,139,書籍,,,,,
愛爾康星鑽棕4.50 ,19,家電類,135,生活家電,鑽,,,,
SYSMAX 四層收納櫃 ,24,傢俱/家飾類,164,傢俱,,,,,
PIKE&MAIN吧檯 ,19,家電類,135,生活家電,,,,,
康爾喜乳酸菌顆粒 ,12,保健食品類,78,保健/養生,,,,,
EC 寵物床迷彩 ,17,寵物用品類,129,寵物用品,寵物,,,,
山梨溫室水蜜桃 ,10,生鮮食品類,63,生鮮水果,,,,,
舒服能雙週拋4.25 ,18,戶外休閒用品類,130,運動健身,,,,,
EC HAPPY SOCKS ,21,3C類,143,手機/通訊/週邊,,,,,
POLDER 三階鋁梯 ,18,戶外休閒用品類,130,運動健身,,,,,
大金空調回饋金 ,10,生鮮食品類,63,生鮮水果,,,,,
ECJ5 傳輸線 JTCX01 ,21,3C類,144,桌機/筆電/平板,,,,,
POCKY 雙口味組 ,13,點心/零食類,81,餅乾,口味,味,,,
松露原塊牛排 ,11,冷凍食品類,76,冷凍微波料理,塊,,,,
SEALY雙人床墊 ,24,傢俱/家飾類,165,床墊,墊,雙人,床,A,雙人床
INTEX 叢林戲水池 ,22,服飾鞋包類,155,個人服飾配件,,,,,
14K 金圓形項鍊 ,23,精品類,159,精品／飾品,鍊,,,,
HP GT5253墨水組 ,21,3C類,147,週邊/耗材,,,,,
KS 迷你巧克力脆餅 ,13,點心/零食類,81,餅乾,巧克力,,,,
EC PNY 64G 小卡 *2 ,21,3C類,143,手機/通訊/週邊,小,2,卡,,
EC 躺椅 2 件組 ,13,點心/零食類,83,肉乾/肉紙,,,,,
EC 雀巢美式經典 5 ,2,飲料類,15,沖泡類飲品,雀巢,,,,
BK-ROALD DAHL 16 ,21,3C類,143,手機/通訊/週邊,,,,,
TEFAL巧變6件組 ,15,日用百貨類,114,餐廚用品,,,,,
EC T.N.F. 男外套 ,22,服飾鞋包類,154,男裝,男,,,,
BK-WONDERS OF NATU ,21,3C類,143,手機/通訊/週邊,,,,,
32 DEGREES 男外套 ,22,服飾鞋包類,154,男裝,男,2,,,
OGIO商務背包 ,22,服飾鞋包類,155,個人服飾配件,,,,,
BK-CNN主播最常 ,20,書本/文教用品類,139,書籍,,,,,
3M  口紅膠 48 入 ,19,家電類,134,廚房家電,,,,,
PETITZEL 金桔飲品 ,2,飲料類,10,果汁/果醋飲,,,,,
杯折價券 ,2,飲料類,7,現做茶飲品,杯,,,,
EC MAMBINO 修復霜 ,16,洗浴清潔/保養類,125,美容保養,,,,,
FEEL GOOD 薑黃粉 ,12,保健食品類,79,美肌/纖體,,,,,
雙層玻璃杯 6 入 ,15,日用百貨類,114,餐廚用品,玻璃,杯,,,
J&J ASTIG-450-175* ,21,3C類,143,手機/通訊/週邊,5,,,,
舒服能雙週拋3.25 ,18,戶外休閒用品類,130,運動健身,,,,,
114933回饋金 ,7,鮮食類,44,米飯類,,,,,
EC- 酒杯型磁鐵 ,15,日用百貨類,114,餐廚用品,杯,,,,
EC 雙特大床組 3PC ,24,傢俱/家飾類,165,床墊,床,,,,
3M 可再貼膠帶膠台 ,20,書本/文教用品類,141,文教用品,,,,,
ECBK- 太喜歡歷史 ,20,書本/文教用品類,139,書籍,,,,,
機車行車記錄器 ,15,日用百貨類,115,汽機車用品類,機車,,,,
BK-小牛津大全套 ,20,書本/文教用品類,141,文教用品,,,,,
舒服能雙週拋4.00 ,18,戶外休閒用品類,130,運動健身,,,,,
歐舒適每日拋1.50 ,24,傢俱/家飾類,162,家飾,,,,,
SIGNATURE 彩碗 ,15,日用百貨類,114,餐廚用品,碗,,,,
保鮮盒  12 件組 ,15,日用百貨類,114,餐廚用品,保鮮盒,盒,保,1,
LUCKY 女睡衣套組 ,22,服飾鞋包類,156,運動機能服飾,睡衣,女,,,
ECSWANN 攝影機 2PC ,21,3C類,146,相機/攝影/DV,,,,,
EC 金剛雙面膠 4PK ,18,戶外休閒用品類,130,運動健身,,,,,
BK-DK VISUAL ENC ,21,3C類,143,手機/通訊/週邊,,,,,
散光350-175-180 ,21,3C類,144,桌機/筆電/平板,,,,,
ECBK- 古人比你更 ,20,書本/文教用品類,139,書籍,,,,,
EC 眼鏡清洗液 6PK ,19,家電類,135,生活家電,,,,,
HOYA CASA 蠶絲被 ,24,傢俱/家飾類,163,寢具,被,,,,
#127577 回饋金 ,7,鮮食類,44,米飯類,,,,,
慕卡酒莊白酒3/PK ,26,禮盒類,176,禮盒,,,,,
EC-LONPO 多元金塔 ,8,烘焙/甜點類,56,麵包,塔,E,,,
#86940 BD回饋金 ,7,鮮食類,44,米飯類,,,,,
MARTINELLI'S AP ,21,3C類,143,手機/通訊/週邊,,,,,
L.J梅克雷一級白 ,13,點心/零食類,88,果乾,,,,,
EC MINI MOD NX 黑 ,18,戶外休閒用品類,130,運動健身,,,,,
BD 高山瓦斯罐 450G ,21,3C類,146,相機/攝影/DV,BD,,,,
SEALY 床下墊 6X6.2 ,24,傢俱/家飾類,163,寢具,床,,,,
炫閃晶日拋3.75 ,21,3C類,146,相機/攝影/DV,3,,,,
RBK-完全命中托福 ,20,書本/文教用品類,139,書籍,,,,,
科克蘭日拋6.50 ,20,書本/文教用品類,141,文教用品,日,,,,
上山採藥熊果面膜 ,16,洗浴清潔/保養類,125,美容保養,面膜,,,,
BK-每個人都想學 ,20,書本/文教用品類,139,書籍,,,,,
EC NIKE 運動背心 ,22,服飾鞋包類,153,女裝,,,,,
EC 液壓機械手套 ,20,書本/文教用品類,141,文教用品,,,,,
馬牌275/40 R20 ,7,鮮食類,44,米飯類,,,,,
惠而浦乾衣機16KG ,19,家電類,133,大型家電,,,,,
TIPIAK馬卡龍 ,8,烘焙/甜點類,57,蛋糕,,,,,
BK-人際的法則 ,20,書本/文教用品類,139,書籍,,,,,
AS701 四合一鎖 ,19,家電類,135,生活家電,,,,,
IKUK 保溫杯兩入組 ,15,日用百貨類,114,餐廚用品,保,保溫,杯,,
SAECO咖啡機SM758 ,1,咖啡類,2,罐裝/瓶裝咖啡,,,,,
EC UPIS 拋棄袋 ,18,戶外休閒用品類,130,運動健身,,,,,
#63615回饋金 ,7,鮮食類,44,米飯類,,,,,
CONVERSE男童上衣 ,22,服飾鞋包類,152,童裝,S,,,,
#291663回饋金 ,7,鮮食類,44,米飯類,,,,,
IRC #WHOLE PIZZA ,21,3C類,143,手機/通訊/週邊,,,,,
美國藍寶石黑葡萄 ,10,生鮮食品類,63,生鮮水果,,,,,
PANADOL回饋金 ,7,鮮食類,44,米飯類,,,,,
東勢區甜柿 ,10,生鮮食品類,63,生鮮水果,,,,,
#133988 回饋金 ,7,鮮食類,44,米飯類,,,,,
#126030回饋金 ,7,鮮食類,44,米飯類,,,,,
月桂冠完熟梅酒 ,25,菸酒類,170,調酒,酒,,,,
折價券#108128 ,10,生鮮食品類,62,生鮮蔬菜,折,12,2,,
AUTUMN CRISP葡萄 ,8,烘焙/甜點類,56,麵包,,,,,
CHELSEA碗十件組 ,15,日用百貨類,114,餐廚用品,碗,,,,
日本土歧蘋果 ,25,菸酒類,171,啤酒,,,,,
#68714回饋金 ,7,鮮食類,44,米飯類,,,,,
47019折價金 ,2,飲料類,8,茶飲,1,,,,
HP 16-E0773AX ,21,3C類,143,手機/通訊/週邊,,,,,
BK-大人的畫畫課 ,20,書本/文教用品類,139,書籍,,,,,
#126447回饋金 ,7,鮮食類,44,米飯類,,,,,
IRC FOR #132440 ,21,3C類,143,手機/通訊/週邊,2,,,,
#110560回饋金 ,7,鮮食類,44,米飯類,,,,,
COUPON FOR BULB ,21,3C類,143,手機/通訊/週邊,,,,,
#126030 回饋金 ,7,鮮食類,44,米飯類,,,,,
EC 玩具收納組 ,20,書本/文教用品類,141,文教用品,,,,,
#128541 ,21,3C類,143,手機/通訊/週邊,5,2,,,
#132261 回饋金 ,7,鮮食類,44,米飯類,,,,,
COUPON FOR# ,21,3C類,143,手機/通訊/週邊,,,,,
HELLY HENSEN外套 ,22,服飾鞋包類,153,女裝,,,,,
有機鴻喜雪白菇組 ,10,生鮮食品類,62,生鮮蔬菜,有機,有,菇,雪白,鴻
LED聖誕樹 ,24,傢俱/家飾類,162,家飾,,,,,
COUPON FOR FLOSS ,21,3C類,143,手機/通訊/週邊,,,,,
花王泡澡錠 ,12,保健食品類,79,美肌/纖體,,,,,
伸縮收納架 ,15,日用百貨類,113,嬰幼兒用品,收納,,,,
PLUS修正帶6MM ,20,書本/文教用品類,141,文教用品,,,,,
GERRY 男休閒長褲 ,22,服飾鞋包類,154,男裝,男,休閒,褲,,
CALVIN K.J ,21,3C類,143,手機/通訊/週邊,,,,,
LOACKER威化禮盒 ,13,點心/零食類,94,其他零食,禮盒,,,,
豪雅非球面藍光片 ,23,精品類,160,手錶,,,,,
BK-大腦百科 ,20,書本/文教用品類,139,書籍,,,,,
染色加工費（每片4 ,20,書本/文教用品類,139,書籍,片,,,,
B&L蕾絲彩拋組合 ,22,服飾鞋包類,155,個人服飾配件,拋,組,,,
香滷牛肉乾拌麵 ,14,民生食材類,99,各式麵條/拌麵,,,,,
MERRELL 男健行鞋 ,22,服飾鞋包類,154,男裝,男,,,,
米其林185/65 R15 ,14,民生食材類,103,米,,,,,
驅塵氏抗菌濕拖巾 ,15,日用百貨類,110,家庭清潔用品,拖,,,,
科克蘭男長褲 ,22,服飾鞋包類,154,男裝,男,褲,,,
EC COUPON #130613 ,21,3C類,143,手機/通訊/週邊,,,,,
耶誕節造型巧克力 ,13,點心/零食類,92,巧克力,巧克力,,,,
台灣鴨肉切塊 ,10,生鮮食品類,64,生鮮肉品,,,,,
ECPHILIPS43PUH7406 ,21,3C類,143,手機/通訊/週邊,,,,,
月桂冠大吟釀1.8L ,11,冷凍食品類,76,冷凍微波料理,桂冠,1,,,
DKNY J.女緊身褲 ,22,服飾鞋包類,153,女裝,,,,,
EC 貓倍麗鮮鮪嫩雞 ,17,寵物用品類,128,其他寵物食品,雞,嫩,,,
BK-阿德勒這樣教 ,20,書本/文教用品類,139,書籍,,,,,
13 256G RED ,21,3C類,143,手機/通訊/週邊,5,2,,,
BK-台灣四季青草 ,2,飲料類,8,茶飲,台灣,,,,
１２吋南瓜派 ,8,烘焙/甜點類,59,其他甜食,派,南瓜,,,
陸寶紅點攜行組 ,15,日用百貨類,114,餐廚用品,,,,,
L.M.兒童蓋毯 ,15,日用百貨類,113,嬰幼兒用品,兒童,,,,
HURLEY男童上衣 ,22,服飾鞋包類,152,童裝,,,,,
TCL 55C725顯示器 ,19,家電類,137,視聽娛樂家電,顯示器,,,,
WEATHERPROOF外套 ,22,服飾鞋包類,153,女裝,,,,,
米其林225/55 R18 ,14,民生食材類,103,米,,,,,
英國潔去汙霸三入 ,15,日用百貨類,111,家庭清潔洗劑,去,,,,
COUPON FOR TOYS ,21,3C類,143,手機/通訊/週邊,,,,,
#110560 回饋金 ,7,鮮食類,44,米飯類,,,,,
ADIDAS  女緊身褲 ,22,服飾鞋包類,153,女裝,,,,,
紀文關東煮1.44KG ,7,鮮食類,43,關東煮,4,,,,
GODIVA 即溶可可粉 ,2,飲料類,15,沖泡類飲品,可可,V,粉,,
SEAGATE HD 10TB ,21,3C類,143,手機/通訊/週邊,,,,,
CHOBANI水果優格 ,4,乳品類,24,優格,優格,N,,,
HERSHEYS 巧克力醬 ,14,民生食材類,96,果醬/抹醬,,,,,
SAMSUNG 65AU7700 ,21,3C類,143,手機/通訊/週邊,5,,,,
"BK-叭""交通工 ",21,3C類,147,週邊/耗材,,,,,
EC 13PRO M.NX 白 ,17,寵物用品類,127,狗食,,,,,
EC JABRA TALK 45 ,21,3C類,143,手機/通訊/週邊,5,,,,
ADIDAS GOLF 上衣 ,22,服飾鞋包類,155,個人服飾配件,,,,,
KS SUSCOL VINEYARD ,21,3C類,143,手機/通訊/週邊,,,,,
美國頂級翼板真空 ,19,家電類,134,廚房家電,,,,,
ADIDAS女運動外套 ,22,服飾鞋包類,153,女裝,,,,,
#128305回饋金 ,7,鮮食類,44,米飯類,,,,,
月桂冠月清酒2L ,19,家電類,135,生活家電,,,,,
派茲與侯杜東園白 ,20,書本/文教用品類,139,書籍,,,,,
優鮮沛蔓越莓 ,2,飲料類,10,果汁/果醋飲,,,,,
EC 好神拖拖把架組 ,15,日用百貨類,110,家庭清潔用品,拖把,拖,組,架,
布朗博士嫩膚乳X3 ,12,保健食品類,80,醫材/藥品,,,,,
BK-TOEIC閱讀 ,20,書本/文教用品類,139,書籍,,,,,
349118回饋金 ,7,鮮食類,44,米飯類,,,,,
LOACKER 威化禮盒 ,13,點心/零食類,94,其他零食,禮盒,,,,
COUPON FOR #229516 ,21,3C類,143,手機/通訊/週邊,5,2,,,
#117731 回饋金 ,7,鮮食類,44,米飯類,,,,,
35 SOUTH RSV C.S. ,21,3C類,143,手機/通訊/週邊,5,,,,
綜合迷你蛋糕 ,8,烘焙/甜點類,59,其他甜食,蛋糕,,,,
M2R 1/2 頭盔 L ,21,3C類,143,手機/通訊/週邊,2,,,,
單柄煎鍋折價券 ,15,日用百貨類,114,餐廚用品,,,,,
#1246479回饋金 ,7,鮮食類,44,米飯類,,,,,
KS 奶油酥餅 2.1KG ,13,點心/零食類,94,其他零食,酥,S,,,
CHELSEA 碗十件組 ,15,日用百貨類,114,餐廚用品,碗,,,,
豪雅維納斯單1.74 ,23,精品類,160,手錶,,,,,
深邃黑日拋3.50 ,2,飲料類,8,茶飲,5,,,,
EC 氟素鍍膜組 ,15,日用百貨類,115,汽機車用品類,,,,,
長纖萊賽爾冬被 ,24,傢俱/家飾類,163,寢具,被,,,,
聖誕松果裝飾花串 ,24,傢俱/家飾類,162,家飾,,,,,
#112898 回饋金 ,7,鮮食類,44,米飯類,,,,,
#132416 回饋金 ,7,鮮食類,44,米飯類,,,,,
COUPON FOR#131467 ,21,3C類,143,手機/通訊/週邊,,,,,
ASICS 女慢跑鞋 ,22,服飾鞋包類,149,品牌鞋款,慢跑鞋,鞋,,,
黃金項鍊1200厘 ,23,精品類,161,黃金,黃,金,,,
BK-英文學習書 ,20,書本/文教用品類,139,書籍,,,,,
GERRY男羽絨外套 ,22,服飾鞋包類,154,男裝,男,,,,
惠而浦冰箱740L ,19,家電類,135,生活家電,,,,,
西班牙蒜頭900G ,12,保健食品類,78,保健/養生,,,,,
"BK-吼""動物王 ",20,書本/文教用品類,139,書籍,,,,,
健司利抹茶奶茶 ,2,飲料類,8,茶飲,茶,奶茶,,,
W.V.男背心 ,22,服飾鞋包類,154,男裝,男,,,,
#34774 回饋金 ,7,鮮食類,44,米飯類,,,,,
TOMMY H. 女上衣 ,22,服飾鞋包類,153,女裝,,,,,
產銷履歷鮮切芋頭 ,10,生鮮食品類,62,生鮮蔬菜,履歷,產銷,,,
EC EARPOD MMTN2FEA ,21,3C類,143,手機/通訊/週邊,2,,,,
爆米花脆片牛奶巧 ,13,點心/零食類,81,餅乾,,,,,
LACOSTE女拖鞋 ,22,服飾鞋包類,149,品牌鞋款,鞋,,,,
雙人紐西蘭羊毛被 ,24,傢俱/家飾類,163,寢具,被,雙人,,,
歐舒適每日拋1.25 ,24,傢俱/家飾類,162,家飾,,,,,
炫閃晶日拋2.00 ,21,3C類,146,相機/攝影/DV,,,,,
日式炒麵 ,7,鮮食類,45,麵食類,麵,炒,,,
#130753 回饋金 ,7,鮮食類,44,米飯類,,,,,
#127281回饋金 ,7,鮮食類,44,米飯類,,,,,
32D LDS SWEATSHIRT ,21,3C類,143,手機/通訊/週邊,2,,,,
70% 可可黑巧克力 ,13,點心/零食類,92,巧克力,巧克力,可可,黑,,
棉質格紋抱枕2PK ,22,服飾鞋包類,155,個人服飾配件,,,,,
不沾煎鍋32CM ,15,日用百貨類,114,餐廚用品,不,,,,
折價券 #108128 ,10,生鮮食品類,62,生鮮蔬菜,折,12,2,,
BODY WASH COUPON ,21,3C類,143,手機/通訊/週邊,,,,,
#2062725 回饋金 ,7,鮮食類,44,米飯類,,,,,
MAISTO 3吋小車 ,18,戶外休閒用品類,132,行李箱/配件,,,,,
LES ORMES DE PEZ ,21,3C類,143,手機/通訊/週邊,,,,,
GH BASS男外套 ,22,服飾鞋包類,154,男裝,男,,,,
金頂四號電池40CT ,19,家電類,135,生活家電,,,,,
DAILIES TOTAL 4.50 ,21,3C類,143,手機/通訊/週邊,5,,,,
#132416  回饋金 ,7,鮮食類,44,米飯類,,,,,
EC 13 MOD NX 白 ,17,寵物用品類,127,狗食,D,,,,
曾拌麵 12 入 X2 ,14,民生食材類,99,各式麵條/拌麵,,,,,
DON HOME蠶絲冬被 ,24,傢俱/家飾類,163,寢具,被,,,,
IRC FOR #666853 ,21,3C類,143,手機/通訊/週邊,5,,,,
#127879回饋金 ,7,鮮食類,44,米飯類,,,,,
KS 女連帽外套 ,22,服飾鞋包類,153,女裝,,,,,
#2062725回饋金 ,7,鮮食類,44,米飯類,,,,,
鼎泰豐台灣豬蹄膀 ,11,冷凍食品類,76,冷凍微波料理,豬,,,,
冷凍蒲燒海鰻 ,11,冷凍食品類,70,冷凍蔬菜,冷凍,,,,
#570816回饋金 ,7,鮮食類,44,米飯類,,,,,
128660 回饋金 ,7,鮮食類,44,米飯類,,,,,
#131130回饋金 ,7,鮮食類,44,米飯類,,,,,
IC SAPUTO乾酪條 ,13,點心/零食類,94,其他零食,S,乾酪,,,
EC- 香水紅包袋 ,20,書本/文教用品類,141,文教用品,袋,,,,
M.C.仿貂毛保暖毯 ,24,傢俱/家飾類,163,寢具,,,,,
#133404 回饋金 ,7,鮮食類,44,米飯類,,,,,
DKNY男外套 ,22,服飾鞋包類,154,男裝,男,,,,
PLAYDOH經典組合 ,23,精品類,160,手錶,,,,,
FY22醫護-取 ,20,書本/文教用品類,139,書籍,,,,,
CALTRATE回饋金 ,7,鮮食類,44,米飯類,,,,,
SKECHERS兒童長褲 ,22,服飾鞋包類,152,童裝,褲,S,,,
中深焙曼巴咖啡豆 ,1,咖啡類,2,罐裝/瓶裝咖啡,,,,,
蜜橘乳酪麵包2CT ,14,民生食材類,99,各式麵條/拌麵,,,,,
艾美特陶瓷電暖AI ,19,家電類,134,廚房家電,,,,,
COUPON FOR $109936 ,21,3C類,143,手機/通訊/週邊,,,,,
#78299折價券 ,10,生鮮食品類,62,生鮮蔬菜,折,2,,,
#91888 回饋金 ,7,鮮食類,44,米飯類,,,,,
高手城市服務團隊 ,20,書本/文教用品類,139,書籍,,,,,
FILA男童長褲 ,22,服飾鞋包類,152,童裝,褲,,,,
#78299 折價券 ,10,生鮮食品類,62,生鮮蔬菜,折,2,,,
EC 專業高壓清洗機 ,15,日用百貨類,115,汽機車用品類,,,,,
MOHAWK記憶綿地墊 ,24,傢俱/家飾類,162,家飾,,,,,
131073回饋金 ,7,鮮食類,44,米飯類,,,,,
ECHOMEPOD MINI 黃 ,17,寵物用品類,127,狗食,D,,,,
宏裕行綜合花枝漿 ,10,生鮮食品類,64,生鮮肉品,,,,,
MON CHATEA 湯鍋 ,15,日用百貨類,114,餐廚用品,,,,,
#223862 EC 回饋金 ,7,鮮食類,44,米飯類,,,,,
KHQ兒童服飾組 ,22,服飾鞋包類,152,童裝,,,,,
噶瑪蘭山川雪莉 ,20,書本/文教用品類,139,書籍,,,,,
EC 大成雞胸肉 5 KG ,10,生鮮食品類,64,生鮮肉品,雞,胸肉,大,,
IRIS 握貼暖暖包 ,12,保健食品類,80,醫材/藥品,,,,,
CATERPILLAR帽T ,17,寵物用品類,129,寵物用品,L,,,,
康樂遊戲地墊 ,24,傢俱/家飾類,162,家飾,,,,,
#1469264 回饋金 ,7,鮮食類,44,米飯類,,,,,
#130483  回饋金 ,7,鮮食類,44,米飯類,,,,,
EC PURRELAND 折價 ,10,生鮮食品類,62,生鮮蔬菜,C,折,,,
EC 雙人羊駝羊毛被 ,24,傢俱/家飾類,163,寢具,被,雙人,,,
TARGUS 後背包 ,21,3C類,144,桌機/筆電/平板,,,,,
JETSON三輪滑板車 ,18,戶外休閒用品類,132,行李箱/配件,,,,,
冷凍蒲燒星鰻 ,7,鮮食類,44,米飯類,,,,,
#131133回饋金 ,7,鮮食類,44,米飯類,,,,,
五百萬石純米大吟 ,19,家電類,135,生活家電,,,,,
PEET'S深焙咖啡豆 ,1,咖啡類,2,罐裝/瓶裝咖啡,,,,,
卡通隨意毯 ,24,傢俱/家飾類,163,寢具,,,,,
PLUS弧線剪刀組 ,20,書本/文教用品類,141,文教用品,,,,,
翠果子米果  4 盒 ,13,點心/零食類,81,餅乾,,,,,
EC 折價卷 #224705 ,10,生鮮食品類,62,生鮮蔬菜,C,折,4,2,
施德樓開學組合 ,20,書本/文教用品類,139,書籍,,,,,
NAUTICA T恤三入 ,17,寵物用品類,129,寵物用品,,,,,
#1056107 回饋金 ,7,鮮食類,44,米飯類,,,,,
TV男童襯衫 ,22,服飾鞋包類,152,童裝,,,,,
噶瑪蘭雪莉原酒GP ,22,服飾鞋包類,153,女裝,,,,,
陸寶薪傳樂享杯 ,15,日用百貨類,114,餐廚用品,杯,,,,
TCL 65C725顯示器 ,19,家電類,137,視聽娛樂家電,顯示器,65,,,
咖啡馬克杯禮盒組 ,15,日用百貨類,114,餐廚用品,盒,杯,,,
愛爾康星綻黑4.50 ,12,保健食品類,80,醫材/藥品,,,,,
EC JIMMY S  SHEENA ,21,3C類,143,手機/通訊/週邊,,,,,
B.L 雙人舒適毯 ,24,傢俱/家飾類,163,寢具,雙人,,,,
ADIDAS 女慢跑鞋 ,22,服飾鞋包類,149,品牌鞋款,慢跑鞋,鞋,,,
SKECHERS女外套 ,22,服飾鞋包類,153,女裝,,,,,
雀巢瑪奇朵膠囊 ,12,保健食品類,78,保健/養生,,,,,
UMBRA 衣帽架 ,15,日用百貨類,109,洗衣用具,R,衣,,,
1499856回饋金 ,7,鮮食類,44,米飯類,,,,,
#121126回饋金 ,7,鮮食類,44,米飯類,,,,,
#1044980 回饋金 ,7,鮮食類,44,米飯類,,,,,
EC MP 混合蛋白巧 ,12,保健食品類,78,保健/養生,,,,,
13 PRO 128G SILVER ,21,3C類,143,手機/通訊/週邊,2,,,,
#109665  回饋金 ,7,鮮食類,44,米飯類,,,,,
REDUCE馬克杯 ,15,日用百貨類,114,餐廚用品,杯,,,,
EC KOHLER 淋浴柱 ,19,家電類,135,生活家電,,,,,
KENNETH C. 女外套 ,22,服飾鞋包類,153,女裝,,,,,
聲光工程車三入組 ,20,書本/文教用品類,141,文教用品,入,,,,
LC 厚絨保暖隨意毯 ,24,傢俱/家飾類,163,寢具,,,,,
EC KETER 儲藏屋 ,14,民生食材類,103,米,,,,,
#132261  回饋金 ,7,鮮食類,44,米飯類,,,,,
KS 初榨橄欖油 ,14,民生食材類,95,料理調味,橄欖油,初榨,KS,,
詩樂光學鏡腳    10 ,18,戶外休閒用品類,130,運動健身,,,,,
歐舒適雙週拋8.50 ,24,傢俱/家飾類,162,家飾,,,,,
HP80G A4 影印紙箱 ,21,3C類,147,週邊/耗材,,,,,
科克蘭女睡袍 ,22,服飾鞋包類,156,運動機能服飾,袍,女,,,
象印保溫壺 1L ,15,日用百貨類,114,餐廚用品,保,保溫,1,,
HOMEPOD MINI藍 ,18,戶外休閒用品類,130,運動健身,,,,,
美國特選牛小整箱 ,17,寵物用品類,129,寵物用品,,,,,
KS 寵物沙發床 ,17,寵物用品類,129,寵物用品,寵物,,,,
HERBAL E.洗髮露 ,16,洗浴清潔/保養類,120,髮部清潔/保養,髮,洗,露,,
IPAD9TH 64G灰 ,18,戶外休閒用品類,130,運動健身,,,,,
EC 豆豆貼 10 入 ,5,豆米漿/植物奶,27,豆漿,,,,,
LED聖誕雪花燈 ,24,傢俱/家飾類,162,家飾,燈,,,,
VOGUE FR VO5098D ,21,3C類,143,手機/通訊/週邊,5,,,,
玩具回饋金 ,17,寵物用品類,129,寵物用品,,,,,
EC 雀巢瑪奇朵 #23 ,12,保健食品類,78,保健/養生,,,,,
蘇菲安心褲L號 ,15,日用百貨類,108,民生紙品,安心,,,,
1303463回饋金 ,7,鮮食類,44,米飯類,,,,,
COUPON FOR 128133 ,21,3C類,143,手機/通訊/週邊,2,,,,
舒服能雙週拋9.00 ,18,戶外休閒用品類,130,運動健身,,,,,
愛爾康星綻黑7.50 ,12,保健食品類,80,醫材/藥品,,,,,
